Agency Name,County,Item Name,Quantity,Unit Cost,Ship Date
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,2/27/13
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,2/27/13
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,2/27/13
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,2/27/13
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,2/27/13
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,2/27/13
UNDISCLOSED BY DLA,SALEM                    ,M-14 ASSAULT RIFLE,1,138.00,1/17/08
UNDISCLOSED BY DLA,SALEM                    ,M-14 ASSAULT RIFLE,1,138.00,1/17/08
UNDISCLOSED BY DLA,SALEM                    ,M-14 ASSAULT RIFLE,1,138.00,1/17/08
UNDISCLOSED BY DLA,SALEM                    ,M-14 ASSAULT RIFLE,1,138.00,1/17/08
UNDISCLOSED BY DLA,SALEM                    ,M-14 ASSAULT RIFLE,1,138.00,1/17/08
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,UNION                    ,M-14 ASSAULT RIFLE,1,138.00,9/30/08
SEASIDE PARK POLICE DEPT,OCEAN,RIFLEMAN SET,2,336.33,1/28/14
BELLEVILLE POLICE DEPT,ESSEX,"RIVET,BLIND",2,61.26,6/17/13
UNDISCLOSED BY DLA,ESSEX,"ROBOT,EXPLOSIVE ORDNANCE DISPOSAL",1,10000.00,10/1/13
UNDISCLOSED BY DLA,ESSEX,"ROBOT,EXPLOSIVE ORDNANCE DISPOSAL",1,10000.00,10/1/13
UNDISCLOSED BY DLA,ESSEX,"ROBOT,EXPLOSIVE ORDNANCE DISPOSAL",1,10000.00,10/1/13
UNDISCLOSED BY DLA,ESSEX,"ROBOT,EXPLOSIVE ORDNANCE DISPOSAL",1,10000.00,10/1/13
UNDISCLOSED BY DLA,ESSEX,"ROBOT,EXPLOSIVE ORDNANCE DISPOSAL",1,10000.00,10/1/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,ROPE EDGE GUARD,4,22.13,4/1/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"ROPE,FIBROUS",4,713.46,8/22/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"ROPE,FIBROUS",1,200.75,2/28/13
GALLOWAY TOWNSHIP POLICE DEPT,ATLANTIC,"RUCKSACK,FIELD PACK",1,82.35,7/25/13
BELMAR POLICE DEPT,MONMOUTH,"SAFETY GLASSES,REVISION SAWFLY EYEWEAR SYSTEM,REGULAR",37,55.82,11/15/13
WALL TOWNSHIP POLICE DEPT,MONMOUTH,"SAFETY GLASSES,REVISION SAWFLY EYEWEAR SYSTEM,REGULAR",59,55.82,1/30/14
FEDERAL BUREAU OF INVESTIGATION,ESSEX,SAW GUNNER SET,54,40.10,5/19/14
BELMAR POLICE DEPT,MONMOUTH,"SAW, POWER",1,2500.00,10/28/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SAW,CHAIN",2,500.51,7/26/13
OCEANPORT POLICE DEPT,MONMOUTH,"SAW,CHAIN",2,500.51,8/20/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SAW,CIRCULAR,GASOLINE,PORTABLE",1,1808.31,3/25/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SAW,CIRCULAR,GASOLINE,PORTABLE",1,1808.31,5/10/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SCREWDRIVER ATTACHMENT,SOCKET WRENCH",3,3.47,3/21/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SCREWDRIVER,CROSS TIP",12,8.58,7/10/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SCREWDRIVER,FLAT TIP",15,19.70,7/10/13
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"SEAL,PLAIN",15,25.75,11/25/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,SEARCHLIGHT,8,1658.48,8/6/13
NEPTUNE CITY POLICE DEPT,MONMOUTH,"SEAT,VEHICULAR",14,288.77,10/28/13
BELMAR POLICE DEPT,MONMOUTH,"SEMITRAILER,LOW BED",1,22000.00,9/5/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,SETSCREW,10,58.97,2/28/13
LAKEWOOD POLICE DEPT,OCEAN,"SHELF, COMMERCIAL STORAGE",1,100.00,12/6/12
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHELF,PIVOT AND ADJUSTMENT",4,191.13,2/2/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHELF,PIVOT AND ADJUSTMENT",8,191.13,7/11/13
NEPTUNE CITY POLICE DEPT,MONMOUTH,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",12,31.65,11/12/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",2,7827.58,9/20/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",10,215.04,3/29/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",36,550.19,5/6/14
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIPPING AND STORAGE CONTAINER,SMALL ARM",6,231.65,8/26/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIPPING AND STORAGE CONTAINER,SMALL ARM",15,226.14,2/25/14
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIPPING AND STORAGE CONTAINER,SMALL ARM",6,1163.25,4/29/14
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIRT,COLD WEATHER",125,60.25,11/21/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIRT,COLD WEATHER",92,60.25,11/21/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIRT,COLD WEATHER",3,60.25,11/21/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIRT,COLD WEATHER",10,33.20,11/26/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIRT,COLD WEATHER",60,33.20,11/26/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIRT,COLD WEATHER",70,33.20,11/26/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SHIRT,COLD WEATHER",35,33.20,11/26/13
LAKEHURST POLICE DEPT,OCEAN,"SHIRT,COLD WEATHER",20,60.25,11/14/13
LITTLE SILVER POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",5,60.25,2/20/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",5,60.25,11/6/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",15,60.25,11/20/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",20,60.25,11/21/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",5,60.25,11/12/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",3,60.25,3/5/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",40,60.25,9/19/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",3,60.25,3/5/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",15,60.25,3/4/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",20,60.25,3/4/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",2,60.25,3/5/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",1,60.25,3/5/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",6,60.25,3/5/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",10,60.25,9/19/13
TINTON FALLS POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",6,60.25,1/22/14
TINTON FALLS POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",15,60.25,1/22/14
TINTON FALLS POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",10,60.25,3/24/14
TINTON FALLS POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",1,60.25,1/30/14
TINTON FALLS POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",1,60.25,2/19/14
US DHS ICE INVESTIGATIONS NEWARK,ESSEX,"SHIRT,COLD WEATHER",50,60.25,4/22/14
SEASIDE PARK POLICE DEPT,OCEAN,"SHOP EQUIPMENT,AUTOMOTIVE VEHICLE",1,29395.00,11/26/13
UNDISCLOSED BY DLA,BERGEN                   ,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,2/15/13
UNDISCLOSED BY DLA,BURLINGTON,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,10/1/08
UNDISCLOSED BY DLA,BURLINGTON,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,10/1/08
UNDISCLOSED BY DLA,BURLINGTON,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,10/1/08
UNDISCLOSED BY DLA,BURLINGTON,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,10/1/08
UNDISCLOSED BY DLA,BURLINGTON,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,10/1/08
UNDISCLOSED BY DLA,BURLINGTON,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,10/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,9/8/08
UNDISCLOSED BY DLA,PASSAIC                  ,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,9/8/08
UNDISCLOSED BY DLA,PASSAIC                  ,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,9/8/08
UNDISCLOSED BY DLA,PASSAIC                  ,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,9/8/08
UNDISCLOSED BY DLA,PASSAIC                  ,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,9/8/08
UNDISCLOSED BY DLA,PASSAIC                  ,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,9/8/08
UNDISCLOSED BY DLA,UNION                    ,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,9/30/08
UNDISCLOSED BY DLA,UNION                    ,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,9/30/08
UNDISCLOSED BY DLA,UNION                    ,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,9/30/08
UNDISCLOSED BY DLA,UNION                    ,"SHOTGUN,12 GAGE,RIOT TYPE",1,108.00,9/30/08
OCEANPORT POLICE DEPT,MONMOUTH,SHREDDER,1,200.00,7/9/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SIGHT,BORE,OPTICAL",3,2111.56,2/5/13
UNDISCLOSED BY DLA,ESSEX,"SIGHT,HOLOGRAPHIC",6,280.00,3/6/13
UNDISCLOSED BY DLA,ESSEX,"SIGHT,REFLEX",18,328.00,5/24/13
UNDISCLOSED BY DLA,ESSEX,"SIGHT,REFLEX",5,328.00,6/17/13
UNDISCLOSED BY DLA,ESSEX,"SIGHT,REFLEX",10,328.00,8/26/13
UNDISCLOSED BY DLA,ESSEX,"SIGHT,REFLEX",8,328.00,11/13/13
UNDISCLOSED BY DLA,ESSEX,"SIGHT,REFLEX",10,328.00,3/22/13
UNDISCLOSED BY DLA,ESSEX,"SIGHT,REFLEX",11,400.00,4/17/13
UNDISCLOSED BY DLA,ESSEX,"SIGHT,REFLEX",35,340.00,4/1/14
UNDISCLOSED BY DLA,ESSEX,"SIGHT,REFLEX",2,340.00,2/25/13
UNDISCLOSED BY DLA,ESSEX,"SIGHT,REFLEX",8,340.00,3/8/13
UNDISCLOSED BY DLA,ESSEX,"SIGHT,REFLEX",1,437.00,11/29/13
UNDISCLOSED BY DLA,ESSEX,"SIGHT,REFLEX",50,586.80,2/1/14
UNDISCLOSED BY DLA,ESSEX,"SIGHT,REFLEX",10,586.80,2/1/14
UNDISCLOSED BY DLA,MONMOUTH,"SIGHT,REFLEX",5,328.00,3/5/14
UNDISCLOSED BY DLA,MONMOUTH,"SIGHT,REFLEX",1,328.00,11/14/13
UNDISCLOSED BY DLA,MONMOUTH,"SIGHT,REFLEX",1,328.00,11/14/13
UNDISCLOSED BY DLA,MONMOUTH,"SIGHT,REFLEX",1,328.00,11/14/13
UNDISCLOSED BY DLA,MONMOUTH,"SIGHT,REFLEX",1,328.00,11/14/13
UNDISCLOSED BY DLA,MONMOUTH,"SIGHT,REFLEX",1,328.00,11/14/13
UNDISCLOSED BY DLA,MONMOUTH,"SIGHT,REFLEX",5,328.00,3/5/14
UNDISCLOSED BY DLA,MONMOUTH,"SIGHT,REFLEX",2,328.00,3/11/14
UNDISCLOSED BY DLA,MONMOUTH,"SIGHT,REFLEX",5,328.00,1/17/14
UNDISCLOSED BY DLA,OCEAN,"SIGHT,REFLEX",20,328.00,1/17/14
UNDISCLOSED BY DLA,OCEAN,"SIGHT,REFLEX",1,328.00,3/29/12
UNDISCLOSED BY DLA,OCEAN,"SIGHT,REFLEX",1,328.00,3/29/12
UNDISCLOSED BY DLA,OCEAN,"SIGHT,REFLEX",16,328.00,5/15/13
UNDISCLOSED BY DLA,OCEAN,"SIGHT,REFLEX",10,328.00,1/8/14
UNDISCLOSED BY DLA,OCEAN,"SIGHT,REFLEX",1,340.00,5/15/13
UNDISCLOSED BY DLA,ESSEX,"SIGHT,THERMAL",15,17591.00,1/10/14
UNDISCLOSED BY DLA,ESSEX,"SIGHT,UNS,AN,PVS22",10,8100.00,12/23/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,SLEEPING BAG,9,47.30,3/29/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,SLEEPING BAG,9,65.86,3/29/13
GALLOWAY TOWNSHIP POLICE DEPT,ATLANTIC,SLEEPING BAG,20,47.30,9/6/13
LAKEHURST POLICE DEPT,OCEAN,SLEEPING BAG,10,65.86,5/15/13
TINTON FALLS POLICE DEPT,MONMOUTH,SLEEPING BAG,20,65.86,2/14/14
WALL TOWNSHIP POLICE DEPT,MONMOUTH,SLEEPING BAG,50,65.86,12/11/13
MIDDLE TOWNSHIP POLICE DEPT,CAPE MAY,"SLING,RESCUE EQUIPMENT",15,51.45,3/10/14
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SLING,SMALL ARMS",8,19.89,8/25/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SLING,SMALL ARMS",34,22.62,12/27/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SLING,SMALL ARMS",50,22.62,12/18/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SLING,SMALL ARMS",63,22.62,10/7/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SNAP LINK,MOUNTAIN PITON",19,0.00,3/6/14
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SOCKET,SOCKET WRENCH",1,190.99,4/13/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SOCKET,SOCKET WRENCH",2,6.35,3/21/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SOCKET,SOCKET WRENCH",2,3.00,3/21/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SOCKET,SOCKET WRENCH",3,5.16,3/21/13
WALL TOWNSHIP POLICE DEPT,MONMOUTH,SPACE AND WATER HEATING EQUIPMENT,1,1700.00,12/11/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,SPAX,12,123.52,3/14/13
GALLOWAY TOWNSHIP POLICE DEPT,ATLANTIC,"SPECTACLE KIT,INTERCHANGABLE COMPONENT EYESHIELD",15,49.19,9/6/13
GALLOWAY TOWNSHIP POLICE DEPT,ATLANTIC,"SPECTACLES KIT,BALLISTIC AND LASER PROTECTIVE",25,15.67,7/25/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,SPINEBOARD,3,159.98,3/1/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,SPINEBOARD,3,185.50,3/29/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"SPRAYING UNIT,CLEANING-DEICING-DECONTAMINATING FLUID,TRUCK MOUNTED",1,234673.14,10/1/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,STETHOSCOPE,11,26.99,11/6/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"STOPPER,MOUNTAIN",25,3.03,5/1/14
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"STOPPER,MOUNTAIN",28,3.03,3/6/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"STRAP CUTTER,RESCUE HOOK",30,26.20,2/25/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,STRAP TIE DOWN WITH RATCHET BUCKLE,115,41.55,1/22/14
TINTON FALLS POLICE DEPT,MONMOUTH,"STRAP,WEBBING",25,187.62,1/24/14
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"STRAPS,SHOULDER,FRAME",65,28.73,9/19/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"STUFF SACK,COMPRESS",9,16.25,3/29/13
GALLOWAY TOWNSHIP POLICE DEPT,ATLANTIC,"STUFF SACK,COMPRESS",20,16.25,7/25/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SUCTION APPARATUS,SURGICAL",1,512.86,2/15/13
LAKEHURST POLICE DEPT,OCEAN,"SUIT,SURVIVAL,COLD",15,316.40,11/14/13
SEASIDE PARK POLICE DEPT,OCEAN,"SUIT,SURVIVAL,COLD",15,316.40,11/12/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SUPPORT,CERVICAL",7,15.24,4/26/13
GALLOWAY TOWNSHIP POLICE DEPT,ATLANTIC,SUSTAINMENT POUCH,40,15.53,7/25/13
LAKEWOOD POLICE DEPT,OCEAN,"SWITCH, NETWORK",2,1285.00,4/12/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"SWITCH,PUSH",4,9.06,8/20/13
WALL TOWNSHIP POLICE DEPT,MONMOUTH,SWORD AND SCABBARD,1,183.06,1/15/14
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TABLE, OFFICE",12,125.00,3/11/14
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TACTICAL WEAPONLIGH,9,0.00,4/11/13
UNDISCLOSED BY DLA,ESSEX,"TELESCOPE,ARTICULATED",8,800.00,12/4/13
UNDISCLOSED BY DLA,OCEAN,"TELESCOPE,NON-INVERTING INFRARED",2,4791.00,11/20/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TELESCOPE,STRAIGHT",3,0.00,3/6/13
UNDISCLOSED BY DLA,ESSEX,"TELESCOPE,STRAIGHT",115,2577.49,11/6/13
UNDISCLOSED BY DLA,ESSEX,"TELESCOPE,STRAIGHT",1,1308.77,9/17/13
UNDISCLOSED BY DLA,OCEAN,"TELESCOPE,STRAIGHT",2,856.00,4/7/12
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TENT,3,1467.99,2/20/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TENT,3,11905.60,10/8/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TENT,1,20571.08,12/23/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TENT,1,20571.08,12/23/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TENT,1,20571.08,12/23/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TENT,1,20571.08,12/23/13
NEPTUNE CITY POLICE DEPT,MONMOUTH,TENT,1,11626.40,11/12/13
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,TENT,1,1866.77,12/12/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TENT COMPONENT KIT,4,425.72,12/23/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TENT LINER,6,353.36,3/25/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TENT LINER,8,262.50,3/25/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TENT,MODULAR,GENERAL PURPOSE SYSTEM",3,9657.55,3/25/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TENT,MODULAR,GENERAL PURPOSE SYSTEM",1,13805.06,3/29/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TEST TUBE,10,6.86,3/28/13
UNDISCLOSED BY DLA,ESSEX,THERMAL IMAGING SYSTEM,10,0.00,2/20/14
UNDISCLOSED BY DLA,ESSEX,THERMAL IMAGING SYSTEM,10,0.00,2/20/14
FEDERAL BUREAU OF INVESTIGATION,ESSEX,THERMOMETERTYMPANIC,1,704.90,3/27/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,THERMOMETERTYMPANIC,1,704.90,3/27/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,THERMOMETERTYMPANIC,1,704.90,3/27/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TIE DOWN,CARGO,VEHICLE",4,193.88,4/11/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TIE DOWN,CARGO,VEHICLE",15,122.84,4/2/13
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"TIE ROD,STEERING",1,215.47,12/12/13
LAKEWOOD POLICE DEPT,OCEAN,"TIRE,PNEUMATIC,VEHICULAR",1,379.15,5/30/13
LAKEWOOD POLICE DEPT,OCEAN,"TIRE,PNEUMATIC,VEHICULAR",5,379.15,5/30/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TIRE,PNEUMATIC,VEHICULAR",2,431.15,8/19/13
TINTON FALLS POLICE DEPT,MONMOUTH,"TIRE,PNEUMATIC,VEHICULAR",3,431.15,1/24/14
POINT PLEASANT BEACH POLICE DEPT,OCEAN,"TOOL AND EQUIPMENT KIT,RADIO SET",2,1421.90,12/6/12
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TOOL AND HARDWARE BOXES,2,2000.00,3/21/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL BOX,PORTABLE",4,753.86,7/11/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL BOX,PORTABLE",32,1718.13,12/30/13
SEASIDE PARK POLICE DEPT,OCEAN,"TOOL KIT,AIRCRAFT MAINTENANCE",1,1629.00,9/24/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,CARPENTER'S",7,3025.68,7/1/13
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"TOOL KIT,CARPENTER'S",1,3025.68,11/25/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,ELECTRONIC",2,553.00,1/24/14
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"TOOL KIT,ELECTRONIC",2,553.00,1/9/14
